0,28.96973237200291,40,54.0,2019-02-21_13-45-06
0,30.334694842022145,40,54.0,2019-02-21_13-45-08
0,30.337902144994587,40,54.0,2019-02-21_13-45-08
0,30.400035136990482,40,54.0,2019-02-21_13-45-08
0,28.503344694996485,40,80.8,2019-02-21_13-48-04
0,28.759111780003877,40,80.8,2019-02-21_13-48-04
0,28.94184971298091,40,80.8,2019-02-21_13-48-04
0,29.01161156001035,40,80.8,2019-02-21_13-48-04
0,24.083735923981294,40,54.2,2019-02-21_13-52-53
0,27.19929955698899,40,54.2,2019-02-21_13-52-56
0,27.200785713997902,40,54.2,2019-02-21_13-52-56
0,27.25039850999019,40,54.2,2019-02-21_13-52-56
0,27.59020125499228,40,67.80000000000001,2019-02-21_13-55-07
0,27.62896104500396,40,67.80000000000001,2019-02-21_13-55-07
0,27.802048381010536,40,67.80000000000001,2019-02-21_13-55-07
0,27.957262012001593,40,67.80000000000001,2019-02-21_13-55-07
0,31.95572917899699,40,204.8,2019-02-21_13-57-10
0,34.13492988498183,40,204.8,2019-02-21_13-57-12
0,34.28359690599609,40,204.8,2019-02-21_13-57-12
0,34.325150810997,40,204.8,2019-02-21_13-57-12
0,23.054894308996154,40,79.80000000000001,2019-02-21_14-02-33
0,23.22905233199708,40,79.80000000000001,2019-02-21_14-02-33
0,23.359787332010455,40,79.80000000000001,2019-02-21_14-02-33
0,23.378882411983795,40,79.80000000000001,2019-02-21_14-02-33
0,19.28463710899814,40,519.4,2019-02-21_14-02-52
0,23.571019179013092,40,786.7,2019-02-21_14-02-57
0,23.667684957006713,40,786.7,2019-02-21_14-02-57
0,23.89026094498695,40,786.7,2019-02-21_14-02-57
0,18.722405895008706,40,657.0999999999999,2019-02-21_14-03-11
0,20.030296482000267,40,717.5999999999999,2019-02-21_14-03-17
0,24.28199851399404,40,1007.2,2019-02-21_14-03-21
0,24.65196040298906,40,1007.2,2019-02-21_14-03-21
0,29.506424543011235,40,647.1,2019-02-21_14-03-40
0,27.456185415998334,40,837.7,2019-02-21_14-03-44
0,25.102848471986363,40,879.0999999999999,2019-02-21_14-03-46
